vendor_normalized,sum_effective_value
ENTERPRISE SYSTEMS AND SOLUTIONS GROUP,800000.00
METAFLOW OTTAWA ON,791000.00
AGILITY LOGISTICS,784026.55
FIS,762750.00
CCSI TECHNOLOGY SOLUTIONS,741119.17
JEANNOT TRUDEL,696172.50
COMPUTER MEDIA PRODUCTS,691234.03
CARAHSOFT TECHNOLOGY RESTONVA,665312.06
BIO LYNX SCIENTIFIC EQUIPMENT,663511.44
CORNERSTONE GROUP OF COMPANIES,658795.65
ASOKAN BUSINESS INTERIORS,615571.25
COMPU QUOTE,580699.44
LOUISE BRIAND TRAD A,575735.00
KROMAR PRINTING,568636.50
MANIFEST COMMUNICATIONS,556440.25
MAYA BERBERY,555015.00
APPAREL TRIMMINGS,553608.00
LES TRADUCTIONS TESSIER,546355.00
TRANS SCRIPT,545225.00
ALTRUISTIC INFORMATICS CONSULTING,541656.25
LANDCOR DATA,532040.58
SAMSON ET ASSOCIACS,527434.12
ORSYP LOGICIELS ORSYP SOFTWARE,518896.00
CORPORATE EXPRESS,518344.78
AKORRI NETWORKS,515190.38
CENTRE FOR PUBLIC MANAGEMENT,513020.00
SANDBOX LA BOITE A FILMS,508500.00
TRM TECHNOLOGIES,501577.81
EBSCO CANADA,492708.10
CHRISTOPHER NEWEY,483060.00
PWGSC,479516.86
PRICEWATERHOUSE COOPERS,475730.00
THE IT BROKER,475142.90
INFRAGISTICS,474641.55
TECHNITRAN,473455.00
SHARP ELECTRONICS,472450.79
COHEN AND COHEN,469635.38
MSI,468611.00
DELL COMPUTER,460604.39
AGILITY LOGISTICS MISSISSAUGA ON,459761.99
MJS BIOLYNX,459452.18
KIFINTI,456733.92
TRADUCTIONS EXCELSIA TRANSLATIONS,456315.00
GAMBIT IT SOLUTIONS OTTAWA ON,442515.32
IDC CANADA,439080.33
FLEXERA SOFTWARE,424089.03
FACTIVA A DOWJONES REUTERS COMPANY,421911.00
APTCO CAPITAL,418714.72
SAMSON ET ASSOCIES,414800.40
ADIRONDACK TECHNOLOGIES FURNITURE,411924.48
ISO LANGUES,400000.00
ECOLE DE LANGUES LA CITE,400000.00
DONNA CONA,399202.61
VESTIMETRA INTERNATIONAL,395808.00
BAYSHORE HEALTHCARE,394702.17
PRAXAIR CANADA,390037.84
GIBRALTAR SOLUTIONS,388620.56
BATTELLE MEMORIAL INSTITUTE,388024.82
THE NPD GROUP,384482.50
ORTHO CLINICAL DIAGNOSTICS,382586.37
QQQ SOFTWARE,376458.28
RYDER MATERIAL HANDLING,375102.60
MAPLESOFT CONSULTING,374979.20
LEARNING TREE INTERNATIONAL,372900.00
SIEMENS,372900.00
3939553 CANADA JHL CONSULTING,371210.70
ALPHA EQUIPMENT RENTALS,369637.00
TRADUCTIONS SERGE BELAIR,367500.00
PAUL B KLASSEN,367250.00
JEAN CHARLES DAOUST,364410.00
KPMG,361419.20
BRAINHUNTER,361160.10
ROMIFICATIONS PUBLISHING,350770.00
HORSESHOE VALLEY RESORT,345215.00
INFO TECH RESEARCH GROUP,337618.01
BROTHER INTERNATIONAL CORPCANADALTD,334593.00
APPLIED ELECTONICS,325776.02
KONICA MINOLTA BUSINESS EQUIPMENT,324495.56
BLOOMBERG FINANCE,321434.32
VERSACOM,320072.50
NEWS CANADA FIFTH STORY,318789.95
DEPARTMENT OF OPHTHALMOLOGY VISION SCIENCES,318660.00
THE COMPUTER MEDIA GROUP,316037.73
RED GATE SOFTWARE,313436.32
MORNINGSTAR RESEARCH,307583.19
JLH CONSULTING,306877.50
CISTEL TECHNOLOGY,306615.33
TOPPAZZINI LEE CONSULTING KANATA ON,305100.00
SABA SOFTWARE,301698.35
LOWE MARTIN COMPANY,300309.21
MAXSYS STAFFING AND CONSULTING,295462.99
RA MALATEST AND ASSOCIATES,295404.75
IPSS,295336.80
THE CORPORATE EXECUTIVE BOARD COMPANY,295196.80
GROUPE LACASSE,292613.90
CRITICAL CONTROL SOLUTIONS,287827.27
KNOWLEDGE CIRCLE LEARNING SERVICES,280483.65
BURTON GROUP,276900.00
SOMOS,273840.00
DAIGEN COMMUNICATIONS,271950.00
ACCENTS LANGUAGE SERVICES,270635.00
CONOSCENTI TECHNOLOGIES,269787.50
COMPUZONIC,267102.16
WESTAT,266092.00
RICOH,266069.70
ADIRONDACK INFORMATION MANAGEMENT,264985.00
CHATEAU NOVA HOTEL SUITES,264364.80
ALLSEATING,264061.23
SYSMEX CANADA,263849.99
ELSEVIER,260340.90
VALCOM CONSULTING,260013.00
VWR INTERNATIONAL,258638.19
J D POWER AND ASSOCIATES,257181.22
CAPITAL OFFICE INTERIORS,249285.24
NIKSON,248418.00
FLEXERA SOFTWARE ITASCA IL USA,247515.20
APPLIED SYSTEMS CANADA,246954.89
ITEX,244672.60
