vendor_normalized,sum_effective_value
IRON MOUNTAIN CANADA OPERATIONS,45470.50
PRODUCTIONS KOONACKY,44400.00
BUSINESS INTERIORS ONTARIO,44381.10
BRIGHTSAIL RESEARCH,44248.00
CONCEPT MOBILIER MOBEL360,42409.05
LEA CARLSON DESIGNS,42400.00
DRECHTABER FULMOWITZ,42253.31
ALL SEEING EYE,42105.09
ZAZIE FILMS,41329.75
EYESTEEL FILMS,40770.17
PROFESSIONNELS EN REGLEMENT DES,40241.25
STUDIO ECONOMIK,39437.58
ATELIER OVATION,39421.51
SUPER POLYGON GAMES INTERACTIVE,38025.00
TATTERSALL SOUND PICTURE,37900.00
EXITCERTIFIED,36691.06
ARC MOTION CONTROL,36582.98
GROUPE LAFRANCE COMMUNICATIONS,36000.00
CANADA MEDIA FUND,36000.00
AMAZON WEB SERVICES,35856.27
MARKETING ZENDATA,35718.17
SIKORSKI LABELLE ARCHITECTES,35707.25
PROVENCHER ROY DESIGN INTERIEUR,34492.50
CENTRE DE RECHERCHE INFORMATIQUE,34492.50
MEDIALOGIQ SYSTEMS,34286.34
PALADIN TECHNOLOGIES,34172.52
NVENTIVE,34000.00
SPHINX PRODUCTIONS,33900.00
TURBULENT MEDIA,32612.25
XSENS NORTH AMERICA,32530.72
MARKETING LEGER,30884.95
THE FOUNDRY,30698.11
LALIBERTE LEBLANC RECHERCHE DE CADRES,30600.00
HAJA RAMAHATRA HR2 CONSULTATION,29600.00
PIXEL EASE,29210.00
GO MULTI MEDIA,28601.25
RYDER MATERIAL HANDLING,28559.79
SECOURISME MEDI VIE,28473.56
CISCO SYSTEMS CAPITAL CANADA LE,28361.56
SIM VIDEO INTERNATIONAL,28256.02
NIELSEN MEDIA RESEARCH,28182.60
NATURALPOINT,28140.31
3DI SYNTHESES,28061.92
FLAHIVE GERRY,27922.00
SONY LATIN AMERICA,27900.00
91574111 QUEBEC,27765.00
LEICA GEOSYSTEMS,27638.82
ANDRAOS MONGIAT,27500.00
LJH DOCUMENTARIES,26833.33
LES PRODUCTIONS SEE CREATURE,26390.00
CANADIAN RADIO TELEVISION AND TELECOMMUNICATIONS COMMISSION,25697.80
BONDO ERIC,25500.00
THE GOOD CHANGE PICTURE COMPANY,25350.74
LABARRE GAUTHIER,25050.00
DENMAN DIGITAL,25000.00
IMAGINENATIVE,25000.00
LG2 FABRIQUE,24950.00
RIGHTS STUFF,24850.00
LES EVADES,24825.00
BUNKER 14 PRODUCTIONS,24750.00
SONY ELECTRONICS,24691.72
INSO MONTREAL,24601.53
PROFESSIONNELS EN REGLEMENT DES DIFFEREN,24500.00
ZAD COMMUNICATIONS,24500.00
MPRM COMMUNICATIONS,24032.40
PROFESSIONNELS EN REGLEMENT DES DIFFERENDS,24000.00
GIGNAC BENOIT,23722.13
CATWALK PRODUCTIONS,23625.00
CONTENT AWARE SOLUTIONS,23593.27
CDW CANADA,23581.80
FREEBALANCE,23539.77
9185 5668 QUEBEC,22995.00
MEDIA MIGRATION TECHNOLOGY,22917.76
LUNALUX PRODUCTIONS,22374.80
MATLIN JULIE,22000.00
FREEMAN AUDIOVISUEL CANADA,21335.98
STUDIO FEED,21272.50
MADDEN MEDIA,21000.00
NICKERSON MARCIA,21000.00
FREYBE SMITH AUBYN,21000.00
VITALSMARTS LC,20343.26
STUDIO PLIAB,20000.00
GEARTECH GTCC TECHNOLOGIES,19708.14
EYE STEEL FILM,19545.75
LA TETE CHERCHEUSE DEPISTEU,19484.00
GROUPE API,19473.82
GOSSELIN PHOTO VIDEO,18957.08
REFLEKTOR DIGITAL,18500.00
DAV SOLUTIONS,18410.00
BEAUCHAMP JEAN MARC,18396.00
PREVELLE FLORENT,18250.00
EMI ENTERTAINMENT WORLD,18029.39
CITIA,17674.56
VERTIV CANADA,17385.00
9082 5134 QUEBEC,17246.25
TARANIS CONCEPTION ET GESTION,17246.25
ONX ENTERPRISE SOLUTIONS,17181.87
REDLAB,17050.00
PHI CENTRE,16802.09
SHARP ELECTRONICS,16753.43
SFDS,16163.51
SCREENOCEAN,16161.29
NEXUS PRODUCTIONS,16000.00
MISHKUMI TECHNOLOGIES,15872.26
AMENAGEMENTS CONFORME,15660.00
ROY TURNER COMMUNICATIONS,15500.00
LES TECHNOLOGIES MOOVAI,15442.42
