vendor_normalized,sum_effective_value
ESTUARIES LEARNING CONSULTING GROUP,112500.00
EKOS RESEARCH ASSOCIATES,112427.00
UNESCO,111368.00
BUSINESS FOR THE ARTS,110000.00
RH BELVEDERE HR,108000.00
ROY MACSKIMMING,105788.05
MORNEAU SHEPELL,102385.10
TWIST IMAGE,101801.21
ATUDE ACONOMIQUE CONSEIL,101500.00
GROUPE INTERSOL GROUP FRANK VAN GOOL,99000.00
RANDSTAD,97350.00
INTERNATIONAL SOCIETY FOR THE PERFORMING ARTS ISPA,93480.38
VERSACOM,91258.41
JOAN BOSWORTH,88733.06
WESTERN INFORMATION MANAGEMENT,85860.00
COMMUNICATIONS MDR,85478.32
DART,83744.55
QUARTIER APHACMARE CENTRE DARTS VISUELS,83100.00
TRIBECA STUDIO PROGRAM,82196.65
THE HILLBROOKE GROUP,81246.52
ACOLE DE LANGUES LA CITAC,80000.00
ATLANTIC PRESENTERS ASSOCIATION,80000.00
CLAUDIA BUCKLEY,78370.29
FORMAN ASSOCIACS,77224.00
ECKHARDT GRAMATTAC NATIONAL MUSIC,75000.00
GAGNAC LECLERC GROUPE CONSEIL,74798.98
MCS MOVE COORDINATION SERVICES,74536.00
INFOR CANADA,73257.54
CULTURAL HUMAN RESOURCES COUNCIL,72900.00
MAPLESOFT CONSULTING,72254.01
THE DESIGN ASSOCIATES,71107.58
PORCH LIGHT CONSULTING,69748.63
FOR THE RECORD PRODUCTIONS,69106.00
FAVEQUEST,69000.00
DIANE CHAPERON LOR,68528.30
MANITOBA MUSIC INDUSTRY ASSOCIATION,66500.00
HEDGEHOG DEVELOPMENT,65151.63
KERRSMITH DESIGN,62533.94
DAVID BERMAN DEVELOPMENTS,62453.00
THE WINNIPEG ART GALLERY,60000.00
ASSOCIATION OF CANADIAN CHORAL COMMUNITIES ACCC,60000.00
ROGERS,59998.18
DELTA MEDIA,58503.78
ASSOCIATION OF PERFORMING ARTS PRESENTERS,57933.75
MONTREAL CHAMBER MUSIC FESTIVAL,57500.00
ROBYN JEFFREY WRITING EDITING SERVICES,57016.80
CLIC HULL 326 1620 CAN,56772.55
COMTRA,56347.10
WAYNE BAERWALDT,55000.00
SHEPELLFGI A DIVISION OF HRCO,51728.86
MCGILL QUEENS UNIVERSITY PRESS,50000.00
MARIE HACLANE PARANT,50000.00
HUMBER COLLEGE ITAL,50000.00
EXCEL HUMAN RESOURCES,49496.25
MEYERS NORRIS PENNY,49421.12
CENTRE DE FORMATION CARON,49180.00
BDO CANADA,48621.33
JACQUES VACZINA,48000.00
QMR,47530.00
FACDACRATION CULTURELLE CANADIENNE FRANCAISE FCCF,47319.46
WSP,47112.06
BORDEN LADNER GERVAIS,46972.88
ONLINE AUTHORITY,46538.37
THE WALRUS FOUNDATION,45000.00
PAUL WHITNEY AND ASSOCIATES,44733.11
GENESIS PR,44500.00
PETER MORAND ASSOCIATES,44408.48
DENNERY RESOURCES,44000.00
MIREILLE BERTRAND,43408.16
LANDMARK DECISIONS,42454.49
ERNST YOUNG,42108.60
ANGELA BIRDSELL,41299.40
HELEN YUNG,40755.66
VANESSA RICHARDS,40717.32
M BURGESS CONSULTANTS,40418.31
TALENTMAP,40410.63
OCAD UNIVERSITY,40000.00
THE HNATYSHYN FOUNDATION,40000.00
ELIZABETH MACKINNON,39584.65
TECHGUILDS CONSULTING,39375.00
LISE DUBOIS,39364.95
KENNIFF RACINE,39093.48
INTERTASK CONFERENCES,38927.38
CHARRON HUMAN RESOURCES,38822.50
NEW BRUNSWICK ARTS BOARD CONSEIL DES ARTS DU NOUVEAU BRUNSWICK,38505.42
ENVIRONICS ANALYTICS GROUP,38360.00
LYS STEVENS,38358.39
BLACK RHINO CREATIVE,37827.00
SOPHIE ISABELLE LESAGE,36123.61
GINDER CONSULTING,36072.34
SALON DU LIVRE DE MONTRACAL,36000.00
CREATIVE FORCE COMMUNICATIONS,35750.02
VANCOUVER ORGANIZING COMMITTEE FOR THE 2010 OLYMPIC AND PARALYMPIC WINTER GAMES,35666.67
LIPMAN STILL PICTURES,35255.87
PIERRE CRISPIN,35000.00
CHARLES SMITH CONSULTING,34713.97
INGENIUM COMMUNICATIONS,33700.00
NADINE ST LOUIS,33691.19
ROBERT HALF CANADA,32969.99
INTERNATIONAL STUDIO CURATORIAL PROGRAM,32461.16
CANADIAN BROADCASTING CORPORATIONS SOCIACTAC RADIO CANADA,32329.00
INBOX COMMUNICATIONS,32200.70
GOVERNMENT OF THE NORTHWEST TERRITORIES,31000.00
MORGAN LEADERSHIP SEARCH,30900.00
ROCHESTER INTERNATIONAL JAZZ FESTIVAL,30690.00
SANTAC CANADA,30683.00
NM CONSULTING,30240.00
STRATFORD FESTIVAL,30000.00
CHORAL CANADA,30000.00
WIGHTMAN ASSOCIATES,30000.00
HAY GROUP,29784.99
ANITA AGRAWAL,29761.04
DAIGLE SAIRE,29240.00
IMAGINENATIVE FILM MEDIA ARTS FESTIVAL,29000.00
PROSEBUSTERS COMMUNICATIONS,28910.00
DEBORAH L FORDE,28560.77
NATIONAL PUBLIC RELATIONS,28300.00
THE STRATEGIC COUNSEL,27500.00
LINSTITUT CANADIEN DE RECHERCHE SUR LES MINORITES LINGUISTIQUES,25285.59
ARBIC CONSULTING,25000.00
KAREN TISCH,25000.00
THE ROYAL ARCHITECTURAL INSTITUTE OF CANADA,25000.00
SHANNON LITZENBERGER,24934.58
HEFFEL GIBBS A DIVISION OF HEFFEL GALLERY,24675.00
WILSON BROOKS,24650.40
MARK STEPHENSON CREATIVE,24600.00
RHEA QUACBEC,24400.00
MUSIC ON MAIN,24000.00
CAPACOA,24000.00
THE ACCESS INFORMATION AGENCY,23800.00
HOLMES CREATIVE COMMUNICATIONS,23534.51
ACNIELSEN COMPANY OF CANADA,23267.20
ORGANIZATION OF AMERICAN STATES,22408.00
DAVID POOLE,21985.78
MELA CONSTANTINIDI,21686.22
CHRIS KENNEDY,21505.12
RED WAGON STUDIO,21375.00
STIFF SENTENCES,21000.00
STATE OF THE ART ACOUSTIK,20997.50
OPTIMUM TALENT,20993.40
NORMAL STUDIO,20750.00
BREAKTHROUGH LEARNING ASSOCIATES,20712.50
INDUSTRIAL AGENCY,20000.00
STACPHANE LABBAC,20000.00
FIRST PEOPLES HERITAGE LANGUAGE AND CULTURE,20000.00
CENTRE FOR CONTINUING EDUCATION,20000.00
CARAS,20000.00
L2 EMERGENCE,19259.22
QUINTET CONSULTING,18437.50
YSABEL VIAU,18090.00
LORI BAXTER CONSULTING,18000.00
9247 9039 QUACBEC,17750.00
