vendor_normalized,sum_effective_value
BAMBOU SPACE,21078.75
CARGAIR MAX AVIATION,21075.67
VARIEM TECHNOLOGIES,21000.00
OPENTEXT,20750.00
BANQUE AMEX DU CANADA,20723.22
PRIVASOFT,20688.98
PRODUCTIONS STONEHAVEN INCSTONEHAVEN PRODUCTIONS OPERATING,20684.65
MESSAGING ARCHITECTS THE,20475.00
GROUPE LACASSE,19745.26
ERNST YOUNG,19687.50
CONVERSART,19100.00
