vendor_normalized,sum_effective_value
NOVA NETWORKS,18330.46
PENS4HIRE,18250.00
MARSHALL DAIGNEAULT ASS,18154.50
INSITU DE SERVICES LINGUISTIQUES,18144.00
APPLIED ELECTONICS,18023.74
GLOBAL UPHOLSTERY,17950.00
CSDC SOFTWARE,17766.16
POINT DIMPRESSION NUMERIQUE,17198.42
176461 CANADA DBA MARSHALL DAIGNEAULT,16933.00
FREEMAN AUDIO VISUAL CANADA,16841.22
DONALD A BELLIVEAU ASSOCIES,16626.67
SHOCKEY CONSULTING,16240.00
EVISION SOFTSIM TECHNOLOGIES IN JV,15314.67
LEMAY YATES ASSOCIATES,15311.50
SECDEV CYBER,15295.68
IAN MARTIN GROUP,14916.00
TRADUCTIONS TESSIER,14900.00
BRONSON CONSULTING GROUP,14868.00
BMC SOFTWARE CANADA,14783.10
SI SYSTEMS,14637.00
CLIC OTTAWA GATINEAU,14595.00
PROLOGIC,14162.74
CENTRE PHYSIOTHERAPIE ET DE READAPTATION MONTCLAIR,14108.43
BUROVISION OTTAWA,13697.44
FAST FORWARD,13632.50
Y2 CONSULTING PSYCHOLOGISTS,12877.20
NIMBLE INFORMATION STRATEGIES,12543.00
MELTWATER NEWS CANADA,12430.00
SEARCH WARRANT ONLINE MARKETING,12427.74
CSDC SYSTEMS,12381.65
RICHARD BOURRET RBT,12359.82
KORN FERRY HAY GROUP,12187.35
THE MOMENT,12091.00
PRINTERS PLUS,11630.89
CISION CANADA,11243.41
NEWS CANADA FIFTH STORY,10840.00
ROBERTSON COMPANY,10470.02
FREEMAN AV,10227.43
SYSTEMSCOPE,10170.00
ENVIRONICS RESEARCH GROUP,10000.50
S P GLOBAL,8750.00
ABI ADVANCED BUSINESS INTERIORS,8315.41
SECURITY ZONES RTTD,8100.00
FREE BALANCE,7284.82
THE RETIREMENT PLANNING INSTITUTE,6723.50
THOMSON REUTERS CARSWELL,6615.50
LONGO AND ASSOCIATES,6313.13
BOUCHER MANAGEMENT GROUP,6262.08
CNW GROUP A CISION COMPANY,6215.00
LEXIS NEXIS CANADA,6115.52
KNOWLEDGE CIRCLE LEARNING SERVICES,5950.00
CARTOVISTA,5748.75
CHRONICLE,5148.00
MEDIA MATTERS,5000.00
DNCL RFP,0.33
