vendor_normalized,sum_effective_value
ROGERS,313000.92
DELL COMPUTER,309664.03
CARLETON UNIVERSITY,309361.23
CANON,308803.08
MUSACE DE LA NATURE ET DES SCIENCES,307015.57
ISFIELD TRADING,305187.34
ARNPRIOR HOME HARDWARE,302511.75
CANADIAN PARALYMPIC COMMITTEE,301969.97
TELUS CANADA,301126.92
STOLO NATION,300222.22
DYMECH ENGINEERING,300096.65
COMSCORE CANADA,298494.43
SYSTEMATIX SOLUTIONS,298340.40
1329481 ONTARIO,296773.26
CORPORATION DU MOULIN DES JACSUITES,296302.51
GLENBOW ALBERTA INSTITUTE,294143.00
COMPUCOM CANADA,292477.29
SUPER CHANNEL INTERNATIONAL,290975.00
MUSEUM OF ARCHAEOLOGY AND ETHNOLOGY,289668.60
LES TRAITEURS BYTOWN CATERING,289168.90
NIELSEN SOUNDSCAN,287090.80
ALEX FILMS,285124.36
IBM CANADA,280883.96
WORK DYNAMICS TECHNOLOGIES,279281.38
MOMENTUM DECISIVE SOLUTIONS CANADA,277550.00
MARCIL LAVALLEE,276803.72
ROYAL PYROTECHNIE,273931.10
CITY OF OTTAWA,268655.69
INTEGRITY CANADA,267960.00
MUSACE DU BAS SAINT LAURENT,267575.78
MAXSYS STAFFING AND CONSULTING,263667.35
EKOS RESEARCH ASSOCIATES,259934.64
NEW HORIZON CAR AND TRUCK,259785.50
CACHE COMPUTER CONSULTING,257261.54
INTEGRA NETWORK,253276.39
SOCIACTAC HISTORIQUE DODANAK,250049.08
REVELSTOKE MUSEUM ARCHIVES,249741.98
RAVEN IT SECURITY,248221.30
INFOR GLOBAL SOLUTIONS,246466.80
POSTMEDIA NETWORK,246350.88
TORONTO DISTRICT SCHOOL BOARD,244927.50
PLEIAD CANADA,239905.49
STAGELINE SCENE MOBILE INCORPOREE,236514.00
HITACHI DATA SYSTEMS,236170.00
ADVANCED BUSINESS INTERIORS,236125.85
AON REED STENHOUSE,234216.31
CENTRE DINTERPRETATION DES BIOSCIENCES ARMAND FRAPPIER,233549.40
CANADIAN OLYMPIC COMMITTEE,233456.73
TRADUCTIONS HOULE,228548.40
THE BUNKER MILITARY MUSEUM,227066.72
COMMUNICATION IN EXTENSO,227013.56
THE AIM GROUP,225913.48
TRI GROUP,224693.89
VANCOUVER MUSEUM SOCIETY,224560.00
AR TEMP AGENCY,222700.82
BGIS,221830.47
JA MEDIA SERVICES,220650.00
