vendor_normalized,sum_effective_value
CURRICULUM SERVICES CANADA,58079.00
SOUND VENTURE PRODUCTIONS OTTAWA,58025.00
EDGAR,57253.33
FREEMAN AUDIO VISUAL,57218.91
FERENCE WEICKER C,56500.00
AGENCY59,56336.15
RE THINK STRATEGIC CONSULTING,56074.25
JD POWER CANADA BRANCH,55889.10
ACART COMMUNICATIONS,55737.00
GORDON GROUP,55545.16
BELL CANADA,54079.36
HILLKNOWLTON STRATEGIES,53922.19
QUINTET CONSULTING,52968.75
BRISTOL GROUP,52738.50
1364300 ONTARIO,52500.00
JUMPING ELEPHANTS,52390.00
PROSCI CANADA,52177.75
WEBTROPOLIS,52140.06
KABOOM COMMUNICATIONS DESIGN,51675.00
DELL COMPUTER,50850.00
CLTERMAN MAKETING GROUP,50236.88
MANIFEST COMMUNICATIONS,50086.00
ATRIUM,50000.00
LES COMMUNICATIONS ATRIUM,50000.00
ASSOCIATION OF CANADIAN COMMUNITY COLLEGES,49874.00
SUSAN MURRAY,49720.00
CREDIT COUNSELLING CANADA,49450.00
SEARCH WARRANT ONLINE MARKETING,49380.00
EBSC CANADA,49219.02
CASFAA,48122.00
INSIGHTS DISCOVERY LEARNING,47885.36
JEFF BALCH,47010.00
ASOKAN BUSINESS INTERIORS,46967.00
BESC OTTAWA,46895.00
THE STRATEGIC CUNSEL,46423.00
SOUTHSIDE COMMUNICATIONS,46379.16
CORPSEMINAR,45423.72
RFP SOLUTIONS,44342.99
SOCIAL RESEARCH AND DEMONSTRATION CRP,44013.00
PEGASUS CAMPUS CATERING,43814.62
INFUSION COMMUNICATIONS AND DESIGN,42081.00
VISUAL PLANNING CRP,41825.00
KBSP CANADA,40731.00
TORONTO GLOBAL FORUM,40000.00
GALBRAITH COMMUNICATIONS,39972.62
OTTAWA BUSINESS INTERIORS,39922.34
PERSONNEL FORCE,39774.00
INTERGRA NETWORKS,39386.00
ADVANCED BUSINESS INTERIORS,38254.06
SOFTCHOICE,37619.73
MONITOR 24 7,37516.26
CNW GROUP,37290.00
ALATUS CONSULTING,36781.00
ADVANCED CHIPPEWA TECHNOLOGIES,36532.53
CISION CANADA,36209.72
FOREST COMMUNICATIONS,35730.60
WEBTRENDS,34810.00
BAYTEK SYSTEMS CONSULTING,34465.00
TURTLE ISLAND STAFFING,34287.77
ECOLE DE LANGUES ABCE,34094.20
D2K COMMUNICATIONS,34051.00
OPTIMUM TALENT,33900.00
RYAN SMITH DESIGN ASSOCIATES,33498.00
NEWCOMP SOLUTIONS,33292.00
INTEGRUS BRAND SOLUTIONS,33001.00
WASHINGTON UNIVERSITY IN STLOUIS,32692.24
LOWE MARTIN GROUP,31685.00
CNWGROUP,31301.00
SOLISCO TRI GRAPHICS,31220.00
MARGO CONNORS,30390.00
BANFIELD SEGUIN,29521.25
DAVID S MCROBIE ARCHITECT,29380.00
GORDONGROUP MARKETING COMMUNICATIONS,29029.00
OCTANE STRATEGIES,28357.00
8115311 CANADA,28250.00
KELLEY KEEHN,27120.00
DALIAN ENTERPRISES,27051.00
BOARDEXPERTCOM,25990.00
CREDIT COUNSELLING SOCIETY,25029.00
PROCOM CONSULTANTS,25000.00
CAROLINE CAKEBREAD COMMUNICATIONS,25000.00
BESTLIFEREWARDED INNOVATIONS,25000.00
SOCIAL RESEARCH DEMONSTRATION,25000.00
DAVID CLARKE,25000.00
1760508 ONTARIO,25000.00
ENVIRONICS ANALYTICS GROUP,25000.00
UNITED WAY OTTAWA,25000.00
